etime;localhost_mem_swap_4;localhost_mem_buffers_3;localhost_proc_7;localhost_processload_total_29;localhost_traffic_eth0_22;localhost_load_1min_44
1287991800; 4.1134760000e+06; 7.1882128000e+05; 2.6506666667e+02; 9.9110311111e+01; -nan 4.6360848191e+05; 5.6020000000e-01 5.6900000000e-01 4.2933333333e-01
1287992100; 4.1134760000e+06; 3.1668202667e+05; 2.8188666667e+02; 1.0800111111e+02; -nan 4.0202326244e+05; 1.0666000000e+00 7.7860000000e-01 5.3926666667e-01
1287992400; 4.1134760000e+06; 7.6293485333e+05; 2.5816000000e+02; 1.0259666667e+02; -nan 8.6723733882e+05; 5.8326666667e-01 6.7073333333e-01 5.5986666667e-01
1287992700; 4.1134760000e+06; 8.0777925333e+05; 2.8581333333e+02; 4.5579088889e+01; -nan 2.9470119120e+05; 3.5153333333e-01 4.3160000000e-01 4.9046666667e-01
1287993000; 4.1134760000e+06; 4.6634538667e+05; 2.8302000000e+02; 5.5924677667e+01; -nan 5.1295457173e+05; 5.0893333333e-01 3.5053333333e-01 4.2046666667e-01
1287993300; 4.1134760000e+06; 7.7210040000e+05; 3.0478000000e+02; 8.4138557381e+01; -nan 5.7462998984e+05; 2.4270000000e-01 5.8760000000e-01 5.2890000000e-01
1287993600; 4.1134760000e+06; 4.4881961333e+05; 2.8207666667e+02; 4.8697555575e+01; -nan 8.5074092082e+05; 1.5030000000e-01 3.4083333333e-01 4.4030000000e-01
1287993900; 4.1134760000e+06; 1.6764773333e+05; 2.8796000000e+02; 9.9849231598e+01; -nan 6.4330791184e+05; 4.7780000000e-01 5.0886666667e-01 4.7973333333e-01
1287994200; 4.1134760000e+06; 8.6611965333e+05; 2.9296666667e+02; 1.0630895556e+02; -nan 1.4138802553e+06; 2.7140000000e-01 5.1000000000e-01 5.0980000000e-01
1287994500; 4.1134760000e+06; 2.7408493333e+05; 4.1220000000e+02; 9.8334730212e+01; -nan 1.1870036710e+06; 8.4613333333e-01 6.5900000000e-01 5.6960000000e-01
1287994800; 4.1134760000e+06; 5.8641801333e+05; 2.9938000000e+02; 8.1610571006e+01; -nan 9.1375509460e+05; 2.5200000000e-01 4.8060000000e-01 5.2016666667e-01
1287995100; 4.1134760000e+06; 8.7704856000e+05; 2.9602000000e+02; 1.1433334323e+02; -nan 9.3721828383e+05; 4.3873333333e-01 5.1973333333e-01 5.2993333333e-01
1287995400; 4.1134760000e+06; 1.0991226133e+06; 3.0096666667e+02; 1.1732587395e+02; -nan 5.9346842143e+05; 5.0953333333e-01 5.7960000000e-01 5.4986666667e-01
1287995700; 4.1134760000e+06; 5.0940524000e+05; 3.3090000000e+02; 5.9485865880e+01; -nan 7.8772879946e+05; 2.6083333333e-01 4.0060000000e-01 4.8023333333e-01
1287996000; 4.1134760000e+06; 8.0329034667e+05; 3.1014000000e+02; 1.1917808239e+02; -nan 8.8122805046e+05; 8.5600000000e-01 6.8806666667e-01 5.5946666667e-01
1287996300; 4.1134760000e+06; 3.8955805333e+05; 3.4774666667e+02; 8.0992311111e+01; -nan 1.0505096140e+06; 2.0440000000e-01 5.1120000000e-01 5.3020000000e-01
1287996600; 4.1134760000e+06; 6.5403824000e+05; 3.2018666667e+02; 1.3463157785e+02; -nan 9.9382346226e+05; 7.2646666667e-01 7.3846666667e-01 6.2933333333e-01
1287996900; 4.1134760000e+06; 7.2869232000e+05; 3.0804000000e+02; 1.2789417482e+02; -nan 9.9867956405e+05; 8.0973333333e-01 7.7986666667e-01 6.6986666667e-01
1287997200; 4.1134760000e+06; 3.1061552000e+05; 3.4078000000e+02; 1.0224862510e+02; -nan 1.2588978529e+06; 5.0206666667e-01 6.3100000000e-01 6.3026666667e-01
1287997500; 4.1134760000e+06; 3.8011869333e+05; 3.2212666667e+02; 5.5992622222e+01; -nan 8.6179447689e+05; 5.7946666667e-01 5.7040000000e-01 6.0020000000e-01
1287997800; 4.1134760000e+06; 1.7087954667e+05; 3.0412000000e+02; 9.0843758213e+01; -nan 8.3752354471e+05; 8.4820000000e-01 5.9980000000e-01 5.8013333333e-01
1287998100; 4.1134760000e+06; 1.8956108000e+05; 3.1192000000e+02; 1.3455748631e+02; -nan 8.6984146370e+05; 1.0183000000e+00 8.1780000000e-01 6.7900000000e-01
1287998400; 4.1134760000e+06; 4.8741434667e+05; 3.0206666667e+02; 8.5194244370e+01; -nan 1.0305907498e+06; 4.7366666667e-01 6.2133333333e-01 6.2040000000e-01
1287998700; 4.1134760000e+06; 2.8762229333e+05; 3.1690000000e+02; 9.3031822222e+01; -nan 8.4824861193e+05; 1.5213333333e-01 5.4053333333e-01 6.1006666667e-01
1287999000; 4.1134760000e+06; 3.6965634667e+05; 3.6070666667e+02; 8.9259797399e+01; -nan 9.8424782797e+05; 3.4866666667e-01 5.1020000000e-01 5.8020000000e-01
1287999300; 4.1134760000e+06; 5.9466533333e+05; 3.0219666667e+02; 8.4325387245e+01; -nan 1.4783351592e+06; 2.3040000000e-01 4.1033333333e-01 5.3016666667e-01
1287999600; 4.1134760000e+06; 1.2127965067e+06; 2.8809333333e+02; 7.4399837578e+01; -nan 1.2076629053e+06; 5.2800000000e-01 4.1000000000e-01 4.9026666667e-01
1287999900; 4.1134760000e+06; 1.0466270400e+06; 2.8005333333e+02; 1.0299637233e+02; -nan 7.8835977264e+05; 8.5780000000e-01 6.7820000000e-01 5.8933333333e-01
1288000200; 4.1134760000e+06; 1.4021482133e+06; 2.8394666667e+02; 7.3478668682e+01; -nan 9.8945223523e+05; 2.2853333333e-01 5.2213333333e-01 5.6040000000e-01
1288000500; 4.1134760000e+06; 1.1062065333e+06; 3.0684666667e+02; 9.7174936764e+01; -nan 6.6406753871e+05; 3.0940000000e-01 5.2000000000e-01 5.4013333333e-01
1288000800; 4.1134760000e+06; 6.7410248000e+05; 3.1594000000e+02; 8.2512822222e+01; -nan 5.9465879673e+05; 5.3846666667e-01 5.1006666667e-01 5.3006666667e-01
1288001100; 4.1134760000e+06; 6.8252013333e+05; 3.2494000000e+02; 1.0648180000e+02; -nan 8.5743821920e+05; 5.5986666667e-01 5.6960000000e-01 5.4986666667e-01
1288001400; 4.1134760000e+06; 4.8910261333e+05; 3.1904000000e+02; 7.3868792791e+01; -nan 6.4357090678e+05; 3.4146666667e-01 4.8060000000e-01 5.2020000000e-01
1288001700; 4.1134760000e+06; 7.4362840000e+05; 3.1800333333e+02; 7.1760468413e+01; -nan 6.2822137315e+05; 8.0866666667e-02 3.3050000000e-01 4.5023333333e-01
1288002000; 4.1134760000e+06; 9.5372370667e+05; 3.2098000000e+02; 4.9413272130e+01; -nan 4.6818193480e+05; 1.8926666667e-01 2.8033333333e-01 4.0033333333e-01
1288002300; 4.1134760000e+06; 7.2080861333e+05; 3.1404666667e+02; 1.5501028889e+02; -nan 6.4572418802e+05; 7.5620000000e-01 6.2766666667e-01 5.0926666667e-01
1288002600; 4.1134760000e+06; 3.5109077333e+05; 3.0903333333e+02; 1.1728131111e+02; -nan 1.3146122538e+06; 7.7986666667e-01 6.3000000000e-01 5.3980000000e-01
1288002900; 4.1134760000e+06; 1.0416885333e+06; 2.9509333333e+02; 1.4920402222e+02; -nan 7.9396433607e+05; 7.0053333333e-01 8.4853333333e-01 6.6913333333e-01
1288003200; 4.1134760000e+06; 7.7186213333e+05; 2.9102666667e+02; 1.4693666667e+02; -nan 7.7085118840e+05; 1.1370666667e+00 1.0983333333e+00 8.1900000000e-01
1288003500; 4.1134760000e+06; 9.1220970667e+05; 3.1682666667e+02; 1.5253895556e+02; -nan 9.8785732729e+05; 6.2346666667e-01 9.0133333333e-01 8.1006666667e-01
1288003800; 4.1134760000e+06; 8.7482530667e+05; 2.9216666667e+02; 4.8339840044e+01; -nan 7.0983483859e+05; 3.9153333333e-01 5.4240000000e-01 6.8086666667e-01
1288004100; 4.1134760000e+06; 1.8072800000e+05; 3.2543333333e+02; 8.4311120001e+01; -nan 1.4112983499e+06; 1.1471666667e+00 7.1700000000e-01 7.0950000000e-01
1288004400; 4.1134680533e+06; 2.4707239733e+06; 2.6640000000e+02; 1.4093972825e+02; -nan 1.1800918511e+06; 1.1103333333e+00 1.0974666667e+00 9.0866666667e-01
1288004700; 4.1134680000e+06; 2.2605628800e+06; 3.0461000000e+02; 1.0284345715e+02; -nan 1.6219339414e+06; 6.5460000000e-01 1.0307000000e+00 9.4960000000e-01
1288005000; 4.1134680000e+06; 2.1096455733e+06; 3.0698666667e+02; 5.4309787886e+01; -nan 1.2611351987e+06; 4.6126666667e-01 6.5253333333e-01 8.0100000000e-01
1288005300; 4.1134680000e+06; 2.2796245067e+06; 3.2388666667e+02; 1.0040182222e+02; -nan 1.3990065292e+06; 1.0560000000e+00 6.8973333333e-01 7.6026666667e-01
1288005600; 4.1134680000e+06; 2.0769996000e+06; 2.9618666667e+02; 1.2602410896e+02; -nan 1.0661413618e+06; 5.0373333333e-01 7.5953333333e-01 7.8980000000e-01
1288005900; 4.1134680000e+06; 2.5550525867e+06; 2.8105000000e+02; 8.4988309944e+01; -nan 1.2031371546e+06; 2.1096666667e-01 5.5070000000e-01 7.0030000000e-01
1288006200; 4.1134680000e+06; 1.8588035733e+06; 3.0980666667e+02; 6.7761358878e+01; -nan 8.9659951160e+05; 3.0933333333e-01 4.9040000000e-01 6.4040000000e-01
1288006500; 4.1134680000e+06; 2.4707813333e+06; 3.5271333333e+02; 6.2838933333e+01; -nan 9.6252003867e+05; 2.2060000000e-01 3.7080000000e-01 5.5060000000e-01
1288006800; 4.1134680000e+06; 2.4133969067e+06; 3.0631333333e+02; 5.3479266667e+01; -nan 6.6021374669e+05; 1.5046666667e-01 3.1040000000e-01 4.8046666667e-01
1288007100; 4.1134680000e+06; 2.5122180000e+06; 3.0302000000e+02; 6.0747466667e+01; -nan 6.2323372076e+05; 1.4006666667e-01 3.3980000000e-01 4.5020000000e-01
1288007400; 4.1134680000e+06; 2.6099604800e+06; 2.8611333333e+02; 5.3349977778e+01; -nan 5.6895305891e+05; 7.4593333333e-01 3.5986666667e-01 4.1026666667e-01
1288007700; 4.1134680000e+06; 2.0316297867e+06; 3.3070000000e+02; 8.5113155556e+01; -nan 9.0619661933e+05; 2.4340000000e-01 4.4940000000e-01 4.4973333333e-01
1288008000; 4.1134680000e+06; 2.0325358400e+06; 3.2603333333e+02; 1.0038560000e+02; -nan 1.0815886723e+06; 2.7973333333e-01 5.5926666667e-01 5.1953333333e-01
1288008300; 4.1134680000e+06; 2.3334566133e+06; 3.5381333333e+02; 5.2555022222e+01; -nan 1.0066944638e+06; 2.6013333333e-01 4.1100000000e-01 4.6040000000e-01
1288008600; 4.1134680000e+06; 2.6267570933e+06; 2.6758000000e+02; 5.4233244444e+01; -nan 8.9335340909e+05; 1.6066666667e-01 2.9080000000e-01 4.0040000000e-01
1288008900; 4.1134680000e+06; 2.4044689867e+06; 3.0772666667e+02; 5.1130911111e+01; -nan 9.1942150080e+05; 1.8980000000e-01 2.8006666667e-01 3.6026666667e-01
1288009200; 4.1134680000e+06; 2.5972202667e+06; 2.8813333333e+02; 1.0782271111e+02; -nan 1.0093464286e+06; 6.0720000000e-01 4.6873333333e-01 4.0966666667e-01
1288009500; 4.1134680000e+06; 2.3125552533e+06; 3.0190666667e+02; 6.9059377778e+01; -nan 4.8936269940e+05; 4.3800000000e-02 3.2100000000e-01 3.7026666667e-01
1288009800; 4.1134680000e+06; 1.8343763733e+06; 3.1491333333e+02; 8.7376972204e+01; -nan 6.4008791575e+05; 9.1413333333e-01 5.3853333333e-01 4.2960000000e-01
1288010100; 4.1134680000e+06; 1.7140278133e+06; 3.1898666667e+02; 1.1056075308e+02; -nan 6.7800943447e+05; 6.9076666667e-01 5.4000000000e-01 4.5990000000e-01
1288010400; 4.1134680000e+06; 1.4613372800e+06; 3.5277333333e+02; 1.6236285249e+02; -nan 7.5815414732e+05; 6.9993333333e-01 6.6913333333e-01 5.3946666667e-01
1288010700; 4.1134680000e+06; 1.2495341333e+06; 3.5200666667e+02; 1.3721775556e+02; -nan 9.4885348640e+05; 1.1271333333e+00 7.7926666667e-01 6.0953333333e-01
1288011000; 4.1134680000e+06; 1.5750300000e+06; 3.2816000000e+02; 6.4539955556e+01; -nan 8.7374087033e+05; 5.4393333333e-01 5.4160000000e-01 5.5040000000e-01
1288011300; 4.1134680000e+06; 2.1292511200e+06; 2.8727333333e+02; 5.0090377778e+01; -nan 1.2471036090e+06; 3.1153333333e-01 3.6120000000e-01 4.6060000000e-01
1288011600; 4.1134680000e+06; 2.0494365333e+06; 3.2276000000e+02; 6.6740955556e+01; -nan 1.2795093026e+06; 5.1860000000e-01 4.7920000000e-01 4.8980000000e-01
1288011900; 4.1134680000e+06; 2.2792260267e+06; 2.9419333333e+02; 1.0723400550e+02; -nan 9.6345263267e+05; 7.8820000000e-01 6.1906666667e-01 5.3966666667e-01
1288012200; 4.1134680000e+06; 1.9105143200e+06; 3.3187333333e+02; 7.4015659026e+01; -nan 1.2449207125e+06; 3.4150000000e-01 5.3030000000e-01 5.3003333333e-01
1288012500; 4.1134680000e+06; 1.9566540267e+06; 3.2206666667e+02; 7.0009468808e+01; -nan 8.6609904946e+05; 1.4133333333e-01 4.0086666667e-01 4.8033333333e-01
1288012800; 4.1134680000e+06; 1.7786686667e+06; 3.1504666667e+02; 5.8262000000e+01; -nan 9.0981705458e+05; 8.0400000000e-02 2.8080000000e-01 4.1046666667e-01
1288013100; 4.1134680000e+06; 1.9818960267e+06; 2.6732000000e+02; 7.1472682646e+01; -nan 6.7749760603e+05; 3.2833333333e-01 4.0913333333e-01 4.3980000000e-01
1288013400; 4.1134680000e+06; 1.8534501733e+06; 2.9291333333e+02; 6.6710577229e+01; -nan 9.3187702435e+05; 1.6056666667e-01 3.6016666667e-01 4.1010000000e-01
1288013700; 4.1134680000e+06; 1.5828253600e+06; 3.1982000000e+02; 7.4447962348e+01; -nan 1.6536825657e+06; 5.3746666667e-01 4.8913333333e-01 4.5966666667e-01
1288014000; 4.1134680000e+06; 1.1549872267e+06; 3.5278000000e+02; 1.2175948889e+02; -nan 6.4273420871e+05; 1.4638000000e+00 8.5753333333e-01 5.9906666667e-01
1288014300; 4.1134680000e+06; 1.5756575200e+06; 3.3313333333e+02; 7.6817088889e+01; -nan 8.3099973222e+05; 2.7800000000e-01 5.3220000000e-01 5.3046666667e-01
1288014600; 4.1134680000e+06; 1.9288168800e+06; 3.0518666667e+02; 7.6096133333e+01; -nan 1.0186380131e+06; 2.9980000000e-01 4.3066666667e-01 4.9026666667e-01
1288014900; 4.1134680000e+06; 1.9114960267e+06; 2.8016666667e+02; 5.1998377778e+01; -nan 6.9566007002e+05; 8.1466666667e-02 3.0086666667e-01 4.2046666667e-01
1288015200; 4.1134680000e+06; 1.4190878667e+06; 3.1178666667e+02; 5.9117800000e+01; -nan 9.2044426700e+05; 2.2900000000e-01 2.9006666667e-01 3.9020000000e-01
1288015500; 4.1134680000e+06; 1.6770346400e+06; 2.8816000000e+02; 8.6430355556e+01; -nan 1.2589400459e+06; 1.3066666667e-01 2.9993333333e-01 3.7013333333e-01
1288015800; 4.1135395200e+06; 1.0429275200e+06; 3.5654000000e+02; 1.0786406659e+02; -nan 1.1208921059e+06; 4.5780000000e-01 5.4833333333e-01 4.5940000000e-01
1288016100; 4.1135400000e+06; 1.5021857467e+06; 3.1414333333e+02; 8.2710430685e+01; -nan 1.6653640167e+06; 4.2013333333e-01 5.2010000000e-01 4.6996666667e-01
1288016400; 4.1135400000e+06; 1.2857736400e+06; 3.0608000000e+02; 8.6403315134e+01; -nan 2.1033128306e+06; 3.6060000000e-01 5.2000000000e-01 4.7990000000e-01
1288016700; 4.1135400000e+06; 1.3992754667e+06; 3.2189333333e+02; 5.9967676477e+01; -nan 1.5408299520e+06; 1.5140000000e-01 3.5113333333e-01 4.2040000000e-01
1288017000; 4.1135400000e+06; 1.6523427733e+06; 3.0809333333e+02; 7.8090511111e+01; -nan 1.1340184376e+06; 3.0893333333e-01 3.5993333333e-01 4.1006666667e-01
1288017300; 4.1135400000e+06; 1.1363782133e+06; 3.0700666667e+02; 1.5721975556e+02; -nan 1.5414601658e+06; 2.0284666667e+00 1.0056666667e+00 6.3846666667e-01
1288017600; 4.1135400000e+06; 1.6183936800e+06; 2.9905333333e+02; 7.7286688889e+01; -nan 1.6480553172e+06; 6.7913333333e-01 7.0206666667e-01 6.0026666667e-01
1288017900; 4.1135400000e+06; 1.6112855733e+06; 3.3476000000e+02; 6.0810288889e+01; -nan 9.0718884227e+05; 4.2166666667e-01 4.3180000000e-01 5.1060000000e-01
1288018200; 4.1135400000e+06; 1.3949117067e+06; 2.9526666667e+02; 1.0025124444e+02; -nan 1.1749252988e+06; 3.4053333333e-01 6.5846666667e-01 6.0933333333e-01
1288018500; 4.1135400000e+06; 1.5227959733e+06; 3.3076000000e+02; 6.9077666667e+01; -nan 1.1326114991e+06; 2.5060000000e-01 5.1100000000e-01 5.6033333333e-01
1288018800; 4.1135400000e+06; 1.4862391733e+06; 3.1411333333e+02; 1.1905779562e+02; -nan 1.3684103951e+06; 6.1753333333e-01 6.5900000000e-01 6.1960000000e-01
1288019100; 4.1135400000e+06; 1.8045107067e+06; 3.2994666667e+02; 6.5267406305e+01; -nan 1.0742056108e+06; 1.7150000000e-01 4.6066666667e-01 5.5023333333e-01
1288019400; 4.1135400000e+06; 1.5414685333e+06; 2.7834666667e+02; 6.7891175858e+01; -nan 1.1354959329e+06; 3.4880000000e-01 4.5006666667e-01 5.2020000000e-01
1288019700; 4.1135400000e+06; 1.5818411467e+06; 2.9588000000e+02; 7.2621711111e+01; -nan 2.0298415490e+06; 5.1886666667e-01 6.0893333333e-01 5.7960000000e-01
1288020000; 4.1135400000e+06; 1.3836083200e+06; 3.3871333333e+02; 6.4951688889e+01; -nan 2.1892479999e+06; 3.6106666667e-01 5.8020000000e-01 5.8993333333e-01
1288020300; 4.1135400000e+06; 1.9558385867e+06; 3.1019333333e+02; 5.6307666667e+01; -nan 1.3204988081e+06; 6.2000000000e-02 3.6146666667e-01 5.0060000000e-01
1288020600; 4.1135400000e+06; 1.6475985600e+06; 3.4278000000e+02; 6.2223244444e+01; -nan 1.3616301499e+06; 3.1826666667e-01 3.5006666667e-01 4.6026666667e-01
1288020900; 4.1135400000e+06; 1.8906030400e+06; 2.9631333333e+02; 6.3617577778e+01; -nan 1.4247514527e+06; 4.2926666667e-01 4.0960000000e-01 4.6993333333e-01
1288021200; 4.1135400000e+06; 1.4781869333e+06; 3.2083333333e+02; 7.4129511111e+01; -nan 1.2447690512e+06; 1.7173333333e-01 3.6033333333e-01 4.3026666667e-01
1288021500; 4.1135400000e+06; 1.3730708267e+06; 3.2497333333e+02; 6.9663777778e+01; -nan 1.5279035459e+06; 2.2960000000e-01 3.3020000000e-01 4.0020000000e-01
1288021800; 4.1135400000e+06; 2.1038190400e+06; 3.3394000000e+02; 5.9594044444e+01; -nan 8.6767070731e+05; 2.3000000000e-01 3.3993333333e-01 3.9006666667e-01
1288022100; 4.1135400000e+06; 1.9550553600e+06; 3.0221333333e+02; 7.0642066667e+01; -nan 1.4066921284e+06; 3.9886666667e-01 4.1946666667e-01 4.0986666667e-01
1288022400; 4.1135400000e+06; 1.9870781600e+06; 3.0994666667e+02; 9.8079688889e+01; -nan 7.3436840242e+05; 2.5100000000e-01 4.7960000000e-01 4.3980000000e-01
1288022700; 4.1135400000e+06; 1.7280598667e+06; 2.9311333333e+02; 7.3026044444e+01; -nan 1.4638855672e+06; 4.7846666667e-01 4.6013333333e-01 4.4000000000e-01
1288023000; 4.1135400000e+06; 1.1734108000e+06; 3.5856000000e+02; 7.1641488889e+01; -nan 1.6405789623e+06; 3.0120000000e-01 3.4080000000e-01 4.0026666667e-01
1288023300; 4.1135400000e+06; 1.2656957333e+06; 2.8350666667e+02; 7.5858311111e+01; -nan 1.9137480540e+06; 1.2039333333e+00 5.8833333333e-01 4.6953333333e-01
1288023600; 4.1135400000e+06; 1.6993538667e+06; 2.9591333333e+02; 8.4128022222e+01; -nan 2.0736103842e+06; 3.0606666667e-01 5.3040000000e-01 4.8986666667e-01
1288023900; 4.1135400000e+06; 1.3756043200e+06; 3.2282000000e+02; 8.0892088889e+01; -nan 1.9071426317e+06; 3.1986666667e-01 4.6046666667e-01 4.8006666667e-01
1288024200; 4.1135400000e+06; 1.7197714400e+06; 3.3492000000e+02; 1.0543380446e+02; -nan 1.4645821037e+06; 8.1666666667e-01 6.1893333333e-01 5.3960000000e-01
1288024500; 4.1135400000e+06; 1.3515193867e+06; 3.1706000000e+02; 1.2965707860e+02; -nan 1.7234492784e+06; 8.6983333333e-01 7.5953333333e-01 6.1973333333e-01
1288024800; 4.1135400000e+06; 1.6999055200e+06; 2.9912000000e+02; 1.0019162805e+02; -nan 1.6159288838e+06; 7.2100000000e-01 7.1033333333e-01 6.3986666667e-01
1288025100; 4.1135400000e+06; 1.7266800533e+06; 3.0694666667e+02; 1.0019531111e+02; -nan 1.0936786626e+06; 2.5313333333e-01 5.4113333333e-01 6.0026666667e-01
1288025400; 4.1135400000e+06; 1.5974921333e+06; 3.5567333333e+02; 7.2985955556e+01; -nan 1.2363615326e+06; 9.1066666667e-02 3.4133333333e-01 5.0066666667e-01
1288025700; 4.1135400000e+06; 1.4489153333e+06; 3.3116666667e+02; 1.0259671111e+02; -nan 1.7147617382e+06; 5.0720000000e-01 4.5920000000e-01 5.0993333333e-01
1288026000; 4.1135400000e+06; 1.6615900000e+06; 2.9921333333e+02; 6.1599822222e+01; -nan 1.1145661461e+06; 5.3066666667e-02 2.9113333333e-01 4.3053333333e-01
1288026300; 4.1135400000e+06; 1.5337714667e+06; 3.1886666667e+02; 7.0387328354e+01; -nan 1.7538639309e+06; 1.1953333333e-01 2.9993333333e-01 4.1013333333e-01
1288026600; 4.1135400000e+06; 1.2740457467e+06; 3.5886666667e+02; 1.1312938458e+02; -nan 1.2454440972e+06; 3.9906666667e-01 4.1960000000e-01 4.3990000000e-01
1288026900; 4.1135400000e+06; 1.6875279200e+06; 3.2274000000e+02; 7.5755476521e+01; -nan 1.4517540835e+06; 2.0400000000e-01 3.8080000000e-01 4.2040000000e-01
1288027200; 4.1135400000e+06; 9.9215793333e+05; 3.1103666667e+02; 7.1145746833e+01; -nan 1.1996558681e+06; 1.8006666667e-01 3.7003333333e-01 4.2000000000e-01
1288027500; 4.1135400000e+06; 1.4854455467e+06; 3.2689333333e+02; 8.4973774825e+01; -nan 1.7632595874e+06; 4.0846666667e-01 4.7926666667e-01 4.4980000000e-01
1288027800; 4.1135400000e+06; 1.6151240000e+06; 3.3991333333e+02; 7.6057133333e+01; -nan 1.2792420846e+06; 2.4113333333e-01 4.1046666667e-01 4.3013333333e-01
1288028100; 4.1135400000e+06; 1.5116759733e+06; 2.9629333333e+02; 6.5275288889e+01; -nan 1.2523392636e+06; 1.6053333333e-01 3.3053333333e-01 4.0020000000e-01
1288028400; 4.1135400000e+06; 1.6653638400e+06; 3.0792000000e+02; 7.0130809290e+01; -nan 1.2819747688e+06; 4.9773333333e-01 4.1940000000e-01 4.1986666667e-01
1288028700; 4.1135400000e+06; 1.8020782267e+06; 3.4288333333e+02; 7.7775208502e+01; -nan 1.5688071273e+06; 1.6113333333e-01 3.3030000000e-01 3.9010000000e-01
1288029000; 4.1135400000e+06; 1.2673478400e+06; 3.3108000000e+02; 1.0261938459e+02; -nan 1.7621596389e+06; 6.2686666667e-01 6.1806666667e-01 5.0920000000e-01
1288029300; 4.1135400000e+06; 1.5221518000e+06; 2.9512000000e+02; 1.0998257555e+02; -nan 3.0980164173e+06; 5.4030000000e-01 6.8976666667e-01 5.7976666667e-01
1288029600; 4.1135400000e+06; 8.0040573333e+05; 3.4764666667e+02; 9.3855066519e+01; -nan 1.8352709742e+06; 4.0093333333e-01 5.4100000000e-01 5.5020000000e-01
1288029900; 4.1135400000e+06; 2.6406925333e+06; 3.1224000000e+02; 1.1771580000e+02; -nan 2.1362384551e+06; 8.0726666667e-01 1.0664666667e+00 7.9833333333e-01
1288030200; 4.1135400000e+06; 2.5765694667e+06; 3.3087333333e+02; 1.4982178743e+02; -nan 1.8627432476e+06; 7.6033333333e-01 9.3093333333e-01 8.0993333333e-01
1288030500; 4.1135400000e+06; 1.4672526400e+06; 3.3982000000e+02; 2.0345045341e+02; -nan 1.7654986798e+06; 1.9262000000e+00 1.4298000000e+00 1.0452000000e+00
1288030800; 4.1135400000e+06; 1.9513988267e+06; 3.2311333333e+02; 1.7192458465e+02; -nan 2.9287207367e+06; 8.3746666667e-01 1.2016000000e+00 1.0698666667e+00
1288031100; 4.1135400000e+06; 2.3704737867e+06; 3.4193666667e+02; 1.0677529802e+02; -nan 2.0791852864e+06; 6.4063333333e-01 8.3123333333e-01 9.5040000000e-01
1288031400; 4.1135400000e+06; 2.5486256800e+06; 3.5094000000e+02; 7.6310030852e+01; -nan 1.3412499638e+06; 4.0160000000e-01 5.8166666667e-01 8.1093333333e-01
1288031700; 4.1135400000e+06; 2.5406107733e+06; 3.0914000000e+02; 8.4248518428e+01; -nan 1.5914193485e+06; 2.3056666667e-01 4.5043333333e-01 6.9040000000e-01
1288032000; 4.1135400000e+06; 2.6463978133e+06; 3.2390000000e+02; 7.7386238317e+01; -nan 1.2500187983e+06; 1.0086666667e-01 3.9040000000e-01 6.1053333333e-01
1288032300; 4.1135400000e+06; 2.5789176533e+06; 3.3790666667e+02; 7.9118066667e+01; -nan 1.4529784022e+06; 1.4966666667e-01 3.4033333333e-01 5.4046666667e-01
1288032600; 4.1135400000e+06; 2.3556235467e+06; 3.8866000000e+02; 7.8686311111e+01; -nan 1.1076289602e+06; 2.6920000000e-01 4.1946666667e-01 5.3006666667e-01
1288032900; 4.1135400000e+06; 2.6708384267e+06; 3.1450000000e+02; 9.5119688889e+01; -nan 1.2717997781e+06; 5.1833333333e-01 4.5973333333e-01 5.1013333333e-01
1288033200; 4.1135400000e+06; 2.4943865067e+06; 3.0009333333e+02; 7.8449288889e+01; -nan 8.8620649064e+05; 1.8226666667e-01 4.3020000000e-01 5.0006666667e-01
1288033500; 4.1135400000e+06; 2.4837036533e+06; 3.3377333333e+02; 1.3714862222e+02; -nan 1.0701885425e+06; 5.3760000000e-01 6.6840000000e-01 5.8940000000e-01
1288033800; 4.1135400000e+06; 2.5190622667e+06; 3.4790666667e+02; 8.2178244444e+01; -nan 7.3763568571e+05; 3.1153333333e-01 5.9053333333e-01 5.9000000000e-01
1288034100; 4.1135400000e+06; 2.3642724533e+06; 3.2217333333e+02; 7.7909101301e+01; -nan 1.1948592296e+06; 1.5106666667e-01 4.4100000000e-01 5.3040000000e-01
1288034400; 4.1135400000e+06; 2.4668175600e+06; 3.1203333333e+02; 8.8373552225e+01; -nan 1.1116090774e+06; 1.2010000000e-01 4.8983333333e-01 5.5990000000e-01
1288034700; 4.1135400000e+06; 2.3194871200e+06; 3.3683333333e+02; 8.7454563717e+01; -nan 1.7107412515e+06; 2.5906666667e-01 4.4033333333e-01 5.3020000000e-01
1288035000; 4.1135400000e+06; 2.2538920667e+06; 3.2205000000e+02; 9.2030877807e+01; -nan 1.2462521577e+06; 7.1846666667e-01 5.9946666667e-01 5.5990000000e-01
1288035300; 4.1135400000e+06; 2.1168134933e+06; 3.2594666667e+02; 7.5498781610e+01; -nan 1.4212785136e+06; 4.8320000000e-01 5.5066666667e-01 5.5013333333e-01
1288035600; 4.1135400000e+06; 1.7284262133e+06; 3.5580000000e+02; 7.6581234452e+01; -nan 1.4208427109e+06; 3.7073333333e-01 4.5066666667e-01 5.1026666667e-01
1288035900; 4.1135400000e+06; 2.6510782933e+06; 3.1626666667e+02; 6.6499161873e+01; -nan 1.5462357238e+06; 2.3093333333e-01 3.7053333333e-01 4.6033333333e-01
