UTC_Time,Panda_Failure_Rate,Panda_Efficiency,Overall_DDM_Failure_Rate,Overall_DDM_Efficiency,Queue_Status,DwnTm
2013-04-29 20:30:02.008670,0,100,0,100,1,0
2013-04-29 21:00:01.971386,0,100,0,100,1,0
2013-04-29 21:30:01.630792,0,100,0,100,1,0
2013-04-29 22:00:01.880793,0,100,0,100,1,0
2013-04-29 22:30:01.624045,0,100,0,100,1,0
2013-04-29 23:00:01.949919,0,100,0,100,1,0
2013-04-29 23:30:01.890320,0,100,0,100,1,0
2013-04-30 00:00:01.685817,0,100,0,100,1,0
2013-04-30 00:30:01.959885,0,100,0,100,1,0
2013-04-30 01:00:01.368180,0,100,0,100,1,0
2013-04-30 01:30:01.483862,0,100,0,100,1,0
2013-04-30 02:00:01.485848,0,100,0,100,1,0
2013-04-30 02:30:01.360618,0,100,0,100,1,0
2013-04-30 03:00:01.309909,0,100,0,100,1,0
2013-04-30 03:30:01.672710,0,100,0,100,1,0
2013-04-30 04:00:01.630384,0,100,0,100,1,0
2013-04-30 04:30:01.596027,0,100,0,100,1,0
2013-04-30 05:00:01.683616,0,100,0,100,1,0
2013-04-30 05:30:01.203712,0,100,0,100,1,0
2013-04-30 06:00:01.719685,0,100,0,100,1,0
2013-04-30 06:30:01.262923,0,100,0,100,1,0
2013-04-30 07:00:01.625107,0,100,0,100,1,0
2013-04-30 07:30:03.372665,0,100,0,100,1,0
2013-04-30 08:00:01.883726,0,100,0,100,1,0
2013-04-30 08:30:01.382928,0,100,0,100,1,0
2013-04-30 09:00:01.281892,0,100,0,100,1,0
2013-04-30 09:30:01.199495,0,100,0,100,1,0
2013-04-30 10:00:01.679465,0,100,0,100,1,0
2013-04-30 10:30:01.248245,0,100,0,100,1,0
2013-04-30 11:00:01.515146,0,100,0,100,1,0
2013-04-30 11:30:01.821352,0,100,0,100,1,0
2013-04-30 12:00:01.499191,0,100,0,100,1,0
2013-04-30 12:30:02.248012,0,100,0,100,1,0
2013-04-30 13:00:01.811896,0,100,0,100,1,0
2013-04-30 13:30:01.731491,0,100,0,100,1,0
2013-04-30 14:00:01.229002,0,100,0,100,1,0
2013-04-30 14:30:01.344185,0,100,0,100,1,0
2013-04-30 15:00:01.908434,0,100,0,100,1,0
2013-04-30 15:30:01.693660,0,100,0,100,1,0
2013-04-30 16:00:01.932425,0,100,0,100,1,0
2013-04-30 16:30:01.375091,0,100,0,100,1,0
2013-04-30 17:00:01.363761,0,100,0,100,1,0
2013-04-30 17:30:01.288791,0,100,0,100,1,0
2013-04-30 18:00:01.376105,0,100,0,100,1,0
2013-04-30 18:30:01.702546,0,100,0,100,1,0
2013-04-30 19:00:01.876460,0,100,0,100,1,0
2013-04-30 19:30:02.109503,0,100,0,100,1,0
2013-04-30 20:00:01.221292,0,100,0,100,1,0
2013-04-30 20:30:01.399060,0,100,0,100,1,0
2013-04-30 21:00:01.345744,0,100,0,100,1,0
2013-04-30 21:30:01.340186,0,100,0,100,1,0
2013-04-30 22:00:01.786349,0,100,0,100,1,0
2013-04-30 22:30:01.748355,0,100,0,100,1,0
2013-04-30 23:00:01.487418,0,100,0,100,1,0
2013-04-30 23:30:01.218301,0,100,0,100,1,0
2013-05-01 00:00:02.072140,0,100,0,100,1,0
2013-05-01 00:30:01.928734,0,100,0,100,1,0
2013-05-01 01:00:01.184929,0,100,0,100,1,0
2013-05-01 01:30:02.106775,0,100,0,100,1,0
2013-05-01 02:00:02.104060,0,100,0,100,1,0
2013-05-01 02:30:01.378858,0,100,0,100,1,0
2013-05-01 03:00:01.825519,0,100,0,100,1,0
2013-05-01 03:30:01.552744,0,100,0,100,1,0
2013-05-01 04:00:01.737292,0,100,0,100,1,0
2013-05-01 04:30:01.532858,0,100,0,100,1,0
2013-05-01 05:00:01.130506,0,100,0,100,1,0
2013-05-01 05:30:02.071412,0,100,0,100,1,0
2013-05-01 06:00:01.491769,0,100,0,100,1,0
2013-05-01 06:30:01.811213,0,100,0,100,1,0
2013-05-01 07:00:01.883175,0,100,0,100,1,0
2013-05-01 07:30:02.126094,0,100,0,100,1,0
2013-05-01 08:00:01.501827,0,100,0,100,1,0
2013-05-01 08:30:01.834948,0,100,0,100,1,0
2013-05-01 09:00:01.318719,0,100,0,100,1,0
2013-05-01 09:30:01.645682,0,100,0,100,1,0
2013-05-01 10:00:01.668023,0,100,0,100,1,0
2013-05-01 10:30:01.571892,0,100,0,100,1,0
2013-05-01 11:00:01.513813,0,100,0,100,1,0
2013-05-01 11:30:01.992250,0,100,0,100,1,0
2013-05-01 12:00:01.917962,0,100,0,100,1,0
2013-05-01 12:30:01.890176,0,100,0,100,1,0
2013-05-01 13:00:01.704931,0,100,0,100,1,0
2013-05-01 13:30:01.161727,0,100,0,100,1,0
2013-05-01 14:00:01.558216,0,100,0,100,1,0
2013-05-01 14:30:01.746406,0,100,0,100,1,0
2013-05-01 15:00:01.476457,0,100,0,100,1,0
2013-05-01 15:30:01.464380,0,100,0,100,1,0
2013-05-01 16:00:01.170854,0,100,0,100,1,0
2013-05-01 16:30:01.826828,0,100,0,100,1,0
2013-05-01 17:00:01.510220,0,100,0,100,1,0
2013-05-01 17:30:01.298960,0,100,0,100,1,0
2013-05-01 18:00:02.023911,0,100,0,100,1,0
2013-05-01 18:30:01.265407,0,100,13.8,86.2,1,0
2013-05-01 19:00:01.809079,0,100,12.3,87.7,1,0
2013-05-01 19:30:01.628385,0,100,10.6,89.4,1,0
2013-05-01 20:00:01.997607,0,100,11.6,88.4,1,0
2013-05-01 20:30:01.305653,0,100,7.94,92.1,1,0
2013-05-01 21:00:01.379839,0,100,7.42,92.6,1,0
2013-05-01 21:30:01.501907,0,100,0,100,1,0
2013-05-01 22:00:01.743312,0,100,0,100,1,0
2013-05-01 22:30:02.064751,0,100,0,100,1,0
2013-05-01 23:00:02.026642,0,100,0,100,1,0
2013-05-01 23:30:01.434640,0,100,0,100,1,0
2013-05-02 00:00:02.013315,0,100,0,100,1,0
2013-05-02 00:30:01.815918,0,100,0,100,1,0
2013-05-02 01:00:01.875020,0,100,0,100,1,0
2013-05-02 01:30:01.181750,0,100,0,100,1,0
2013-05-02 02:00:01.331348,0,100,0,100,1,0
2013-05-02 02:30:01.283963,0,100,0,100,1,0
2013-05-02 03:00:01.890969,0,100,0,100,1,0
2013-05-02 03:30:01.203074,0,100,0,100,1,0
2013-05-02 04:00:01.256638,0,100,0,100,1,0
2013-05-02 04:30:01.268369,0,100,0,100,1,0
2013-05-02 05:00:01.716495,0,100,0,100,1,0
2013-05-02 05:30:02.046066,0,100,0,100,1,0
2013-05-02 06:00:01.630882,0,100,0,100,1,0
2013-05-02 06:30:02.097552,0,100,0,100,1,0
2013-05-02 07:00:01.798245,0,100,0,100,1,0
2013-05-02 07:30:01.485899,0,100,0,100,1,0
2013-05-02 08:00:01.123802,0,100,0,100,1,0
2013-05-02 08:30:01.812519,0,100,0,100,1,0
2013-05-02 09:00:03.498720,0,100,0,100,1,0
2013-05-02 09:30:02.329531,0,100,0,100,1,0
2013-05-02 10:00:02.121171,0,100,0,100,1,0
2013-05-02 10:30:01.902610,0,100,0,100,1,0
2013-05-02 11:00:01.896820,0,100,0,100,1,0
2013-05-02 11:30:01.290271,0,100,0,100,1,0
2013-05-02 12:00:01.202957,0,100,0,100,1,0
2013-05-02 12:30:01.789298,0,100,0,100,1,0
2013-05-02 13:00:01.951180,0,100,0,100,1,0
2013-05-02 13:30:01.496019,0,100,0,100,1,0
2013-05-02 14:00:01.316927,0,100,0,100,1,0
2013-05-02 14:30:01.273196,0,100,0,100,1,0
2013-05-02 15:00:01.694138,0,100,0,100,1,0
2013-05-02 15:30:01.683724,0,100,0,100,1,0
2013-05-02 18:00:11.590415,0,100,0,100,n/a,null
2013-05-02 19:00:01.664442,3.70,96.3,1.59,98.4,1,0
